Time (ns),Voltage (V)
10938,0.0028992584002197333
31418,0.0466933194982757
51898,0.0028992584002197333
72378,0.0028992584002197333
92858,0.0028992584002197333
113338,0.0028992584002197333
133818,0.0028992584002197333
154298,0.0028992584002197333
174778,0.0028992584002197333
195258,0.0028992584002197333
215738,0.0028992584002197333
236218,0.0028992584002197333
256698,0.0028992584002197333
277178,0.0028992584002197333
297658,0.0028992584002197333
318138,0.0028992584002197333
338618,4.653767509994812
359098,4.653767509994812
379578,4.653767509994812
400058,4.653767509994812
420538,4.653767509994812
441018,0.0028992584002197333
461498,0.0028992584002197333
481978,0.0028992584002197333
502458,0.0028992584002197333
522938,0.0028992584002197333
543418,4.653767509994812
563898,4.653767509994812
584378,4.653767509994812
604858,4.653767509994812
625338,4.653767509994812
645818,0.0028992584002197333
666298,0.0028992584002197333
686778,0.0028992584002197333
707258,0.0028992584002197333
727738,0.0028992584002197333
748218,4.653767509994812
768698,4.653767509994812
789178,4.6975615710928675
809658,4.653767509994812
830138,4.653767509994812
850618,0.0028992584002197333
871098,0.0028992584002197333
891578,0.0028992584002197333
912058,0.0028992584002197333
932538,0.0466933194982757
953018,4.653767509994812
973498,4.653767509994812
993978,4.653767509994812
1014458,4.653767509994812
1034938,4.653767509994812
1055418,4.653767509994812
1075898,0.0028992584002197333
1096378,0.0028992584002197333
1116858,0.0028992584002197333
1137338,0.0028992584002197333
1157818,0.0028992584002197333
1178298,0.0028992584002197333
1198778,0.0028992584002197333
1219258,0.0028992584002197333
1239738,0.0028992584002197333
1260218,0.0028992584002197333
1280698,0.0028992584002197333
1301178,0.0028992584002197333
1321658,0.0028992584002197333
1342138,0.0028992584002197333
1362618,0.0028992584002197333
1383098,0.0028992584002197333
1403578,0.0028992584002197333
1424058,0.0028992584002197333
1444538,0.0028992584002197333
1465018,0.0028992584002197333
1485498,4.653767509994812
1505978,4.653767509994812
1526458,4.653767509994812
1546938,4.6975615710928675
1567418,4.653767509994812
1587898,-0.04104739524521622
1608378,0.0028992584002197333
1628858,0.0028992584002197333
1649338,0.0028992584002197333
1669818,0.0028992584002197333
1690298,0.0028992584002197333
1710778,4.653767509994812
1731258,4.653767509994812
1751738,4.653767509994812
1772218,4.6975615710928675
1792698,4.653767509994812
1813178,4.653767509994812
1833658,4.653767509994812
1854138,4.653767509994812
1874618,4.653767509994812
1895098,4.653767509994812
1915578,0.0028992584002197333
1936058,0.0028992584002197333
1956538,0.0466933194982757
1977018,0.0028992584002197333
1997498,0.0028992584002197333
2017978,4.653767509994812
2038458,4.653767509994812
2058938,4.653767509994812
2079418,4.653767509994812
2099898,4.653767509994812
2120378,4.653767509994812
2140858,0.0028992584002197333
2161338,0.0028992584002197333
2181818,0.0028992584002197333
2202298,0.0028992584002197333
2222778,0.0028992584002197333
2243258,4.653767509994812
2263738,4.653767509994812
2284218,4.653767509994812
2304698,4.653767509994812
2325178,4.653767509994812
2345658,0.0028992584002197333
2366138,0.0028992584002197333
2386618,0.0028992584002197333
2407098,0.0028992584002197333
2427578,-0.04104739524521622
2448058,4.653767509994812
2468538,4.653767509994812
2489018,4.653767509994812
2509498,4.609820856349376
2529978,4.653767509994812
2550458,0.0028992584002197333
2570938,0.0028992584002197333
2591418,0.0028992584002197333
2611898,0.0028992584002197333
2632378,0.0028992584002197333
2652858,0.0028992584002197333
2673338,0.0028992584002197333
2693818,0.0028992584002197333
2714298,0.0028992584002197333
2734778,0.0028992584002197333
2755258,4.653767509994812
2775738,4.653767509994812
2796218,4.653767509994812
2816698,4.653767509994812
2837178,4.653767509994812
2857658,4.653767509994812
2878138,4.653767509994812
2898618,4.653767509994812
2919098,4.653767509994812
2939578,4.653767509994812
2960058,0.0466933194982757
2980538,0.0028992584002197333
3001018,0.0028992584002197333
3021498,0.0028992584002197333
3041978,0.0028992584002197333
3062458,0.0028992584002197333
3082938,4.653767509994812
3103418,4.653767509994812
3123898,4.653767509994812
3144378,4.6975615710928675
3164858,4.653767509994812
3185338,0.0028992584002197333
3205818,0.0028992584002197333
3226298,0.0028992584002197333
3246778,0.0028992584002197333
3267258,0.0028992584002197333
3287738,0.0028992584002197333
3308218,0.0028992584002197333
3328698,0.0028992584002197333
3349178,0.0028992584002197333
3369658,0.0028992584002197333
3390138,0.0028992584002197333
3410618,0.0028992584002197333
3431098,0.0028992584002197333
3451578,0.0028992584002197333
3472058,0.0028992584002197333
3492538,0.0028992584002197333
3513018,0.0028992584002197333
3533498,0.0028992584002197333
3553978,0.0028992584002197333
3574458,0.0028992584002197333
3594938,0.0028992584002197333
3615418,0.0028992584002197333
3635898,0.0028992584002197333
3656378,0.0028992584002197333
3676858,0.0028992584002197333
3697338,0.0028992584002197333
3717818,0.0028992584002197333
3738298,0.0028992584002197333
3758778,0.0466933194982757
3779258,0.0028992584002197333
3799738,0.0028992584002197333
3820218,4.653767509994812
3840698,4.653767509994812
3861178,4.653767509994812
3881658,4.6975615710928675
3902138,4.653767509994812
3922618,0.0028992584002197333
3943098,0.0028992584002197333
3963578,0.0028992584002197333
3984058,0.0028992584002197333
4004538,0.0028992584002197333
4025018,0.0028992584002197333
4045498,0.0028992584002197333
4065978,0.0028992584002197333
4086458,0.0028992584002197333
4106938,0.0028992584002197333
4127418,4.653767509994812
4147898,4.653767509994812
4168378,4.653767509994812
4188858,4.653767509994812
4209338,4.6975615710928675
4229818,4.653767509994812
