Time (ns),Voltage (V)
0.0,3.337351603747673
1589.836766719488,3.293557542649617
3179.673533438976,3.293557542649617
4769.510300158464,3.293557542649617
6359.347066877952,3.293557542649617
7949.18383359744,3.337351603747673
9539.020600316928,3.293557542649617
11128.857367036417,3.293557542649617
12718.694133755904,3.337351603747673
14308.53090047539,3.337351603747673
15898.36766719488,3.293557542649617
17488.20443391437,3.293557542649617
19078.041200633856,3.293557542649617
20667.877967353343,3.337351603747673
22257.714734072837,3.293557542649617
23847.55150079232,3.293557542649617
25437.388267511807,3.293557542649617
27027.22503423129,3.337351603747673
28617.06180095078,3.293557542649617
30206.898567670272,3.293557542649617
31796.73533438976,3.293557542649617
33386.57210110925,3.293557542649617
34976.40886782874,3.293557542649617
36566.24563454822,3.337351603747673
38156.08240126771,3.293557542649617
39745.9191679872,3.337351603747673
41335.755934706685,3.337351603747673
42925.592701426176,3.337351603747673
44515.42946814567,3.293557542649617
46105.26623486515,3.293557542649617
47695.10300158464,3.337351603747673
49284.93976830413,3.293557542649617
50874.776535023615,3.293557542649617
52464.61330174311,3.337351603747673
54054.45006846259,3.337351603747673
55644.28683518208,3.293557542649617
57234.12360190156,3.337351603747673
58823.960368621054,3.293557542649617
60413.79713534055,3.293557542649617
62003.63390206003,3.293557542649617
63593.47066877952,3.293557542649617
65183.30743549901,3.293557542649617
66773.1442022185,3.337351603747673
68362.98096893798,3.293557542649617
69952.81773565747,3.293557542649617
71542.65450237696,3.293557542649617
73132.49126909644,3.293557542649617
74722.32803581594,3.293557542649617
76312.16480253542,3.293557542649617
77902.0015692549,3.293557542649617
79491.8383359744,3.337351603747673
81081.67510269389,3.293557542649617
82671.51186941337,3.293557542649617
84261.34863613287,3.293557542649617
85851.18540285235,3.293557542649617
87441.02216957184,3.337351603747673
89030.85893629133,3.337351603747673
90620.69570301082,3.293557542649617
92210.5324697303,3.293557542649617
93800.36923644978,3.293557542649617
95390.20600316928,3.293557542649617
96980.04276988877,3.293557542649617
98569.87953660823,3.293557542649617
100159.71630332776,3.293557542649617
101749.55307004724,3.293557542649617
103339.38983676671,3.293557542649617
104929.2266034862,3.293557542649617
106519.0633702057,3.337351603747673
108108.90013692518,3.293557542649617
109698.73690364468,3.337351603747673
111288.57367036416,3.337351603747673
112878.41043708364,3.337351603747673
114468.24720380313,3.337351603747673
116058.08397052262,3.293557542649617
117647.92073724212,3.293557542649617
119237.7575039616,3.337351603747673
