Time (ms),Voltage (V)
0.0,5.0
0.0015,5.0
0.003,5.0
0.0045000000000000005,5.0
0.006,5.0
0.007500000000000001,5.0
0.009000000000000001,5.0
0.0105,4.960936307870724
0.012,5.0
0.0135,5.0
0.015000000000000001,5.0
0.0165,5.0
0.018000000000000002,5.0
0.0195,5.0
0.021,5.0
0.022500000000000003,5.0
0.024,5.0
0.0255,5.0
0.027,5.0
0.0285,5.0
0.030000000000000002,5.0
0.0315,5.0
0.033,5.0
0.034499999999999996,5.0
0.036000000000000004,5.0
0.037500000000000006,5.0
0.039,5.0
0.0405,5.0
0.042,5.0
0.0435,5.0
0.045000000000000005,5.0
0.0465,5.0
0.048,5.0
0.0495,5.0
0.051,5.0
0.052500000000000005,5.0
0.054,5.0
0.0555,5.0
0.057,5.0
0.058499999999999996,5.0
0.060000000000000005,5.0
0.061500000000000006,4.960936307870724
0.063,5.0
0.0645,5.0
0.066,5.0
0.0675,5.0
0.06899999999999999,5.0
0.07050000000000001,5.0
0.07200000000000001,5.0
0.0735,5.0
0.07500000000000001,5.0
0.0765,5.0
0.078,5.0
0.0795,5.0
0.081,5.0
0.0825,5.0
0.084,5.0
0.0855,5.0
0.087,5.0
0.0885,5.0
0.09000000000000001,4.960936307870724
0.0915,4.960936307870724
0.093,5.0
0.0945,5.0
0.096,0.09063997314371165
0.0975,0.0028992584002197333
0.099,-0.041046142578125
0.1005,0.0028992584002197333
0.102,0.0028992584002197333
0.10350000000000001,0.0028992584002197333
0.10500000000000001,0.0028992584002197333
0.1065,0.0028992584002197333
0.108,0.0028992584002197333
0.1095,0.0028992584002197333
0.111,0.0028992584002197333
0.1125,0.0028992584002197333
0.114,0.0028992584002197333
0.1155,0.0028992584002197333
0.11699999999999999,0.0028992584002197333
0.11850000000000001,0.0028992584002197333
0.12000000000000001,0.0028992584002197333
0.1215,0.0028992584002197333
0.12300000000000001,0.0028992584002197333
0.12449999999999999,0.0028992584002197333
0.126,-0.041046142578125
0.1275,0.0028992584002197333
0.129,0.0028992584002197333
0.1305,0.0028992584002197333
0.132,0.0028992584002197333
0.13349999999999998,0.0028992584002197333
0.135,0.0028992584002197333
0.1365,0.0028992584002197333
0.13799999999999998,0.0028992584002197333
0.1395,0.0028992584002197333
0.14100000000000001,0.0028992584002197333
0.1425,0.0028992584002197333
0.14400000000000002,0.0028992584002197333
0.14550000000000002,0.0028992584002197333
0.147,0.0028992584002197333
0.1485,0.0028992584002197333
0.15000000000000002,0.0028992584002197333
0.1515,0.0028992584002197333
0.153,0.0028992584002197333
0.15450000000000003,0.0028992584002197333
0.156,0.0028992584002197333
0.1575,0.0028992584002197333
0.159,0.0028992584002197333
0.1605,0.0028992584002197333
0.162,0.0028992584002197333
0.1635,0.0028992584002197333
0.165,0.0028992584002197333
0.1665,0.0028992584002197333
0.168,0.0028992584002197333
0.1695,0.0028992584002197333
0.171,0.0028992584002197333
0.1725,0.0028992584002197333
0.174,0.0028992584002197333
0.17550000000000002,0.0028992584002197333
0.177,0.0028992584002197333
0.1785,0.0028992584002197333
0.18000000000000002,0.0028992584002197333
0.1815,0.0028992584002197333
0.183,0.0028992584002197333
0.18450000000000003,0.0028992584002197333
0.186,0.0028992584002197333
0.1875,0.0028992584002197333
0.189,0.0028992584002197333
0.1905,0.0028992584002197333
0.192,0.0028992584002197333
0.1935,0.0028992584002197333
0.195,0.0028992584002197333
0.1965,0.0028992584002197333
0.198,0.0028992584002197333
0.1995,0.0028992584002197333
0.201,0.0028992584002197333
0.2025,0.0028992584002197333
0.204,0.0028992584002197333
0.20550000000000002,0.0028992584002197333
0.20700000000000002,0.0028992584002197333
0.2085,0.0028992584002197333
0.21000000000000002,0.0028992584002197333
0.21150000000000002,0.0028992584002197333
0.213,0.0028992584002197333
0.2145,-0.041046142578125
0.216,0.0028992584002197333
0.2175,0.0028992584002197333
0.219,0.0028992584002197333
0.2205,0.0028992584002197333
0.222,0.0028992584002197333
0.2235,0.0028992584002197333
0.225,0.0028992584002197333
0.2265,0.0028992584002197333
0.228,-0.041046142578125
0.22949999999999998,0.0028992584002197333
0.231,0.0028992584002197333
0.2325,0.0028992584002197333
0.23399999999999999,0.0028992584002197333
0.23550000000000001,0.0028992584002197333
0.23700000000000002,0.0028992584002197333
0.2385,0.0028992584002197333
0.24000000000000002,0.0028992584002197333
0.24150000000000002,0.0028992584002197333
0.243,0.0028992584002197333
0.24449999999999997,-0.041046142578125
0.24600000000000002,0.0028992584002197333
0.2475,0.0028992584002197333
0.24899999999999997,0.0028992584002197333
0.2505,0.0028992584002197333
0.252,0.0028992584002197333
0.2535,0.0028992584002197333
0.255,0.0028992584002197333
0.2565,0.0028992584002197333
0.258,0.0028992584002197333
0.2595,0.0028992584002197333
0.261,0.0028992584002197333
0.2625,0.0028992584002197333
0.264,0.0028992584002197333
0.2655,0.0028992584002197333
0.26699999999999996,-0.041046142578125
0.2685,0.0028992584002197333
0.27,0.0028992584002197333
0.27149999999999996,0.0028992584002197333
0.273,0.0028992584002197333
0.2745,0.0028992584002197333
0.27599999999999997,0.0028992584002197333
0.2775,0.0028992584002197333
0.279,0.0028992584002197333
0.28049999999999997,0.0028992584002197333
0.28200000000000003,0.0028992584002197333
0.28350000000000003,0.0028992584002197333
0.285,0.0028992584002197333
0.28650000000000003,-0.041046142578125
0.28800000000000003,0.0028992584002197333
0.2895,-0.041046142578125
0.29100000000000004,0.0028992584002197333
0.2925,0.0028992584002197333
0.294,0.0028992584002197333
0.29550000000000004,0.0028992584002197333
0.297,0.0028992584002197333
0.2985,0.0028992584002197333
0.30000000000000004,0.0028992584002197333
0.3015,0.0028992584002197333
0.303,0.0028992584002197333
0.30450000000000005,0.0028992584002197333
0.306,0.0028992584002197333
0.3075,0.0028992584002197333
0.30900000000000005,0.0028992584002197333
0.3105,0.0028992584002197333
0.312,0.0028992584002197333
0.31350000000000006,0.0028992584002197333
0.315,0.0028992584002197333
0.3165,0.0028992584002197333
0.318,0.0028992584002197333
0.3195,0.0028992584002197333
0.321,0.0028992584002197333
0.3225,0.0028992584002197333
0.324,0.0028992584002197333
0.3255,0.0028992584002197333
0.327,0.0028992584002197333
0.3285,0.0028992584002197333
0.33,0.0028992584002197333
0.3315,0.0028992584002197333
0.333,0.0028992584002197333
0.3345,0.0028992584002197333
0.336,0.0028992584002197333
0.3375,0.0028992584002197333
0.339,0.0028992584002197333
0.34049999999999997,0.0028992584002197333
0.342,0.0028992584002197333
0.3435,0.0028992584002197333
0.345,0.0028992584002197333
0.34650000000000003,-0.041046142578125
0.348,0.0028992584002197333
0.3495,0.0028992584002197333
0.35100000000000003,0.0028992584002197333
0.3525,-0.041046142578125
0.354,0.0028992584002197333
0.35550000000000004,0.0028992584002197333
0.357,0.0028992584002197333
0.3585,0.0028992584002197333
0.36000000000000004,0.0028992584002197333
0.3615,0.0028992584002197333
0.363,0.0028992584002197333
0.36450000000000005,0.0028992584002197333
0.366,0.0028992584002197333
0.3675,0.0028992584002197333
0.36900000000000005,0.0028992584002197333
0.3705,0.0028992584002197333
0.372,0.0028992584002197333
0.3735,0.0028992584002197333
0.375,0.0028992584002197333
0.3765,0.0028992584002197333
0.378,0.0028992584002197333
0.3795,0.0028992584002197333
0.381,0.0028992584002197333
0.3825,0.0028992584002197333
0.384,0.0028992584002197333
0.3855,0.0028992584002197333
0.387,0.0028992584002197333
0.3885,0.0028992584002197333
0.39,0.0028992584002197333
0.3915,-0.041046142578125
0.393,0.0028992584002197333
0.3945,0.0028992584002197333
0.396,-0.041046142578125
0.3975,0.0028992584002197333
0.399,0.0028992584002197333
0.4005,0.0028992584002197333
0.402,0.0028992584002197333
0.40349999999999997,0.0028992584002197333
0.405,0.0028992584002197333
0.40650000000000003,0.0028992584002197333
0.408,5.0
0.40950000000000003,5.0
0.41100000000000003,5.0
0.4125,5.0
0.41400000000000003,5.0
0.41550000000000004,5.0
0.417,5.0
0.41850000000000004,5.0
0.42000000000000004,5.0
0.4215,4.960936307870724
0.42300000000000004,5.0
0.42450000000000004,5.0
0.426,5.0
0.42750000000000005,5.0
0.429,5.0
0.4305,5.0
0.432,4.960936307870724
0.4335,5.0
