Time (ns),Voltage (V)
0.0,5.0
1778.3981292019878,5.0
3556.796258403976,5.0
5335.194387605963,5.0
7113.592516807951,5.0
8891.99064600994,5.0
10670.388775211926,5.0
12448.786904413915,5.0
14227.185033615902,5.0
16005.58316281789,5.0
17783.98129201988,5.0
19562.379421221867,5.0
21340.777550423853,5.0
23119.17567962584,5.0
24897.57380882783,5.0
26675.971938029816,5.0
28454.370067231805,5.0
30232.768196433797,5.0
32011.16632563578,5.0
33789.56445483777,5.0
35567.96258403976,5.0
37346.36071324175,5.0
39124.75884244373,5.0
40903.15697164572,5.0
42681.555100847705,5.0
44459.953230049694,5.0
46238.35135925168,5.0
48016.74948845367,5.0
49795.14761765566,5.0
51573.54574685764,5.0
53351.94387605963,5.0
55130.34200526162,5.0
56908.74013446361,4.960936307870724
58687.1382636656,5.0
60465.53639286759,5.0
62243.934522069576,5.0
64022.33265127156,5.0
65800.73078047355,5.0
67579.12890967554,5.0
69357.52703887752,5.0
71135.92516807951,5.0
72914.3232972815,5.0
74692.72142648349,5.0
76471.11955568548,5.0
78249.51768488747,5.0
80027.91581408944,5.0
81806.31394329143,5.0
83584.71207249342,5.0
85363.11020169541,5.0
87141.5083308974,5.0
88919.90646009939,5.0
90698.30458930138,5.0
92476.70271850337,5.0
94255.10084770535,5.0
96033.49897690734,5.0
97811.89710610932,5.0
99590.29523531132,5.0
101368.69336451332,5.0
103147.09149371528,5.0
104925.48962291727,5.0
106703.88775211926,5.0
108482.28588132124,5.0
110260.68401052324,5.0
112039.08213972524,5.0
113817.48026892722,5.0
115595.8783981292,5.0
117374.2765273312,5.0
119152.6746565332,5.0
120931.07278573516,5.0
122709.47091493716,5.0
124487.86904413917,5.0
126266.26717334113,5.0
128044.66530254312,5.0
129823.0634317451,5.0
131601.4615609471,5.0
133379.85969014908,5.0
135158.25781935107,5.0
136936.65594855306,5.0
138715.05407775505,5.0
140493.45220695704,5.0
142271.85033615903,5.0
144050.24846536102,5.0
145828.646594563,5.0
147607.044723765,5.0
149385.44285296698,5.0
151163.84098216897,5.0
152942.23911137096,5.0
154720.63724057295,5.0
156499.03536977494,5.0
158277.43349897693,5.0
160055.8316281789,5.0
161834.22975738088,5.0
163612.62788658286,5.0
165391.02601578485,5.0
167169.42414498684,5.0
168947.82227418883,5.0
170726.22040339082,5.0
172504.6185325928,5.0
174283.0166617948,5.0
176061.4147909968,5.0
177839.81292019878,5.0
179618.21104940076,5.0
181396.60917860275,5.0
183175.00730780477,5.0
184953.40543700676,5.0
186731.80356620872,5.0
188510.2016954107,5.0
190288.5998246127,5.0
192066.9979538147,5.0
193845.39608301668,5.0
195623.7942122187,5.0
197402.19234142065,5.0
199180.59047062264,5.0
200958.98859982463,5.0
202737.38672902665,5.0
204515.7848582286,5.0
206294.18298743057,5.0
208072.58111663256,5.0
209850.97924583452,5.0
211629.3773750365,5.0
213407.77550423853,5.0
215186.1736334405,5.0
216964.5717626425,5.0
218742.9698918445,5.0
220521.36802104648,5.0
222299.76615024847,5.0
224078.1642794505,5.0
225856.56240865245,5.0
227634.96053785444,5.0
229413.35866705643,5.0
231191.7567962584,5.0
232970.1549254604,5.0
234748.5530546624,5.0
236526.9511838644,5.0
238305.3493130664,5.0
240083.7474422684,5.0
241862.14557147035,5.0
243640.54370067237,5.0
245418.94182987435,5.0
247197.33995907631,5.0
248975.7380882783,5.0
250754.13621748023,5.0
252532.53434668225,5.0
254310.93247588424,5.0
256089.33060508623,5.0
257867.72873428825,5.0
259646.1268634902,5.0
261424.5249926922,5.0
263202.9231218942,5.0
264981.3212510962,5.0
266759.71938029816,5.0
268538.1175095002,5.0
270316.51563870214,5.0
272094.91376790416,5.0
273873.3118971061,5.0
275651.7100263081,5.0
