Time (ms),Voltage (V)
0.0,3.293557542649617
0.0015000000000036,3.293557542649617
0.0030000000000036,3.293557542649617
0.0045000000000037,3.293557542649617
0.0060000000000037,3.293557542649617
0.0075000000000038,3.293557542649617
0.0090000000000038,3.337351603747673
0.0105000000000003,3.293557542649617
0.012000000000004,3.293557542649617
0.013500000000004,3.293557542649617
0.0150000000000041,3.293557542649617
0.0165000000000041,3.293557542649617
0.0180000000000006,3.293557542649617
0.0195000000000042,3.293557542649617
0.0210000000000007,3.293557542649617
0.0225000000000044,3.293557542649617
0.0240000000000044,3.293557542649617
0.0255000000000045,3.293557542649617
0.0270000000000045,3.293557542649617
0.028500000000001,3.337351603747673
0.0300000000000046,3.293557542649617
0.0315000000000011,3.293557542649617
0.0330000000000048,3.293557542649617
0.0345000000000048,3.293557542649617
0.0360000000000013,3.293557542649617
0.0375000000000049,3.293557542649617
0.0390000000000014,3.293557542649617
0.040500000000005,3.337351603747673
0.0420000000000015,3.293557542649617
0.0435000000000052,3.293557542649617
0.0450000000000017,3.337351603747673
0.0465000000000017,3.293557542649617
0.0480000000000053,3.293557542649617
0.0495000000000018,3.293557542649617
0.0510000000000054,3.293557542649617
0.0525000000000019,3.293557542649617
0.054000000000002,3.293557542649617
0.0555000000000021,3.337351603747673
0.0570000000000021,3.293557542649617
0.0585000000000057,3.293557542649617
0.0600000000000022,3.293557542649617
0.0615000000000058,3.293557542649617
0.0630000000000023,3.293557542649617
0.0645000000000024,3.337351603747673
0.0660000000000025,3.293557542649617
0.0675000000000025,3.293557542649617
0.0690000000000061,3.293557542649617
0.0705000000000026,3.293557542649617
0.0720000000000027,3.293557542649617
0.0735000000000027,3.293557542649617
0.0750000000000028,3.293557542649617
0.0765000000000029,3.293557542649617
0.0780000000000029,3.293557542649617
0.0795000000000065,3.293557542649617
0.081000000000003,3.293557542649617
0.0825000000000031,3.337351603747673
0.0840000000000031,3.293557542649617
0.0855000000000032,3.337351603747673
0.0870000000000033,3.293557542649617
0.0885000000000033,3.337351603747673
0.0900000000000034,3.293557542649617
0.0915000000000034,3.293557542649617
0.0930000000000035,3.293557542649617
0.0945000000000035,3.293557542649617
0.0960000000000036,3.293557542649617
0.0975000000000037,3.293557542649617
0.0990000000000037,3.293557542649617
0.1005000000000002,3.293557542649617
0.1020000000000038,3.337351603747673
0.1035000000000039,3.293557542649617
0.1050000000000039,3.293557542649617
0.106500000000004,3.293557542649617
0.1080000000000005,3.293557542649617
0.1095000000000041,3.293557542649617
0.1110000000000006,3.293557542649617
0.1125000000000042,3.337351603747673
0.1140000000000043,3.293557542649617
0.1155000000000043,3.293557542649617
0.1170000000000044,3.293557542649617
0.1185000000000009,3.293557542649617
0.1200000000000045,3.293557542649617
0.121500000000001,3.293557542649617
0.1230000000000046,3.293557542649617
0.1245000000000047,3.293557542649617
0.1260000000000012,3.293557542649617
0.1275000000000048,3.293557542649617
0.1290000000000013,3.293557542649617
0.1305000000000049,3.293557542649617
0.1320000000000014,3.293557542649617
0.133500000000005,3.293557542649617
0.1350000000000051,3.293557542649617
0.1365000000000016,3.293557542649617
0.1380000000000052,3.293557542649617
0.1395000000000017,3.293557542649617
0.1410000000000053,3.293557542649617
0.1425000000000018,3.293557542649617
0.1440000000000019,3.293557542649617
0.1455000000000055,3.293557542649617
0.147000000000002,3.293557542649617
0.1485000000000056,3.293557542649617
0.1500000000000021,0.0028992584002197
0.1515000000000057,0.0028992584002197
0.1530000000000022,-0.041046142578125
0.1545000000000023,0.0028992584002197
0.1560000000000023,0.0028992584002197
0.1575000000000024,0.0028992584002197
0.159000000000006,0.0028992584002197
0.1605000000000025,0.0028992584002197
0.1620000000000026,0.0028992584002197
0.1635000000000026,0.0028992584002197
0.1650000000000027,0.0028992584002197
0.1665000000000027,0.0028992584002197
0.1680000000000028,0.0028992584002197
0.1695000000000064,0.0028992584002197
0.1710000000000029,0.0028992584002197
0.1725000000000029,0.0028992584002197
0.174000000000003,0.0028992584002197
0.1755000000000031,0.0028992584002197
0.1770000000000031,0.0028992584002197
0.1785000000000032,0.0028992584002197
0.1800000000000032,0.0028992584002197
0.1815000000000033,-0.041046142578125
0.1830000000000033,0.0028992584002197
0.1845000000000034,0.0028992584002197
0.1860000000000035,0.0028992584002197
0.1875000000000035,0.0028992584002197
0.1890000000000036,-0.041046142578125
0.1905000000000036,0.0028992584002197
0.1920000000000037,0.0028992584002197
0.1935000000000037,-0.041046142578125
0.1950000000000038,0.0028992584002197
