mean_one,std_one,std_zero,var_one,var_zero,skew_one,skew_zero,kurt_one,kurt_zero,rms_one,rms_zero,en_one,en_zero,max_one,max_zero,min_one,min_zero,mse_one,cos_one,cos_zero,msg_size,char_len,label
3.2998980218,0.0211007431,0.0149918136,0.0004452414,0.0002247545,-19.0481370101,29.9735642404,1198.2039877162,2278.3812399884,3.2999654840,0.0151248391,10.8897721955,0.0002287608,3.6007263405,0.9680471206,1.9771416364,-0.4797363281,0.0004452518,0.9999795567,0.1323365890,medium,44,A
3.2892860810,0.0214056341,0.1135180888,0.0004582012,0.0128863565,-16.4358324977,-42.9850229250,963.2975915174,1898.4797978285,3.2893557309,0.1135206330,10.8198611241,0.0128869341,3.5567796869,1.6261787774,1.7139194922,-5.0000000000,0.0005729892,0.9999788257,-0.0066950841,large,174,B
3.2864503908,0.0182101524,0.0094174240,0.0003316097,0.0000886879,-1.0444956545,-7.7558577599,1.1391914628,128.6679519084,3.2865008414,0.0094827439,10.8010877808,0.0000899224,3.3373516037,0.0466933195,3.2496108890,-0.2604675293,0.0005152016,0.9999846491,0.1171714528,small,13,B
3.2906753084,0.0173354117,0.3886458082,0.0003005165,0.1510455642,-2.2173045342,-12.6835479965,111.2211780464,159.2993857650,3.2907209699,0.3897130447,10.8288445020,0.1518762572,3.6007263405,1.2752159185,2.1088290048,-5.0000000000,0.0003874664,0.9999861242,-0.0739563262,medium,44,B
3.2874463855,0.0188477732,0.0220614813,0.0003552386,0.0004867090,-0.6740073761,39.1261127951,2.0371796052,1841.8117439392,3.2875004147,0.0221250026,10.8076589763,0.0004895157,3.4250923185,1.0557878353,3.2496108890,-0.0410461426,0.0005128318,0.9999835653,0.0757217822,small,13,B
3.2865718606,0.0295182796,0.0092060898,0.0008713288,0.0000847521,-26.7713441859,-3.7869783109,1276.8819081512,31.7497249905,3.2867044169,0.0092758153,10.8024259238,0.0000860408,3.3373516037,0.1344340342,1.8456068606,-0.1287841797,0.0010516438,0.9999596689,0.1223819014,small,13,B
3.2890489829,0.0222191514,0.0157281953,0.0004936907,0.0002473761,-17.4219873542,53.8283581852,954.6264244699,4828.8628438929,3.2891240327,0.0158163404,10.8183369023,0.0002501566,3.5567796869,1.6261787774,1.6701254311,-0.3482055664,0.0006136155,0.9999771824,0.1054277780,large,174,B
3.2998515800,0.0187927487,0.0173868505,0.0003531674,0.0003023026,4.3736644605,20.2252222583,84.1084226987,2933.0235899513,3.2999050922,0.0174201416,10.8893736176,0.0003034613,3.8200018311,1.5822321238,3.1618701743,-0.7868957520,0.0003531894,0.9999837837,0.0617939650,medium,44,A
3.2995911715,0.0231985768,0.0165861319,0.0005381740,0.0002750998,-13.8649787851,24.2851442691,875.3520368928,2972.6491595884,3.2996727221,0.0166324084,10.8878400728,0.0002766370,3.7322611164,1.6261787774,1.6701254311,-0.6552124023,0.0005383411,0.9999752852,0.0745445069,large,174,A
3.3020779788,0.0196002995,0.0228500189,0.0003841717,0.0005221234,-0.4573620603,58.2095112185,24.7811005487,3924.4690476190,3.3021361495,0.0229170286,10.9041031495,0.0005251902,3.3373516037,1.5384380627,2.9424420911,-0.0410461426,0.0003884897,0.9999823839,0.0764165074,small,13,A
3.3001706659,0.0216629528,0.0174640913,0.0004692835,0.0003049945,-7.5169190784,31.0551706782,556.7979389315,3254.1177724864,3.3002417650,0.0175144773,10.8915957078,0.0003067569,3.7762077700,1.6261787774,1.6701254311,-0.6552124023,0.0004693127,0.9999784564,0.0757982002,large,174,A
3.2985139991,0.0194367318,0.0170936651,0.0003777865,0.0002921934,-4.9924046248,39.9707881492,345.9808981587,3536.3067540802,3.2985712648,0.0171992853,10.8805723890,0.0002958154,3.6884670553,1.5384380627,2.2843104343,-0.5674743652,0.0003799947,0.9999826392,0.1106535922,medium,44,B
3.3011329557,0.0198616716,0.0095195391,0.0003944860,0.0000906216,1.9513384669,-2.6783997778,14.0195831785,37.5259225615,3.3011927053,0.0095634960,10.8978732773,0.0000914605,3.5567796869,0.1783806879,3.2058168279,-0.0410461426,0.0003957696,0.9999819006,0.0957679632,small,13,A
3.2881028145,0.0225174345,0.1373784649,0.0005070349,0.0188728426,-17.1849941256,-35.8154452141,987.3953717394,1303.2931485301,3.2881799150,0.1373968495,10.8121271536,0.0188778942,3.5129856258,1.5822321238,1.6701254311,-5.0000000000,0.0006485779,0.9999765522,-0.0163583372,large,174,B
3.2989726468,0.0227443631,0.0762531060,0.0005173061,0.0058145362,-14.3473676771,-62.2294601367,927.5561099060,4095.5163295830,3.2990510499,0.0762531262,10.8837378301,0.0058145393,3.7762077700,1.4067506943,1.7578661458,-5.0000000000,0.0005183615,0.9999762346,-0.0007275432,large,174,A
3.3001106961,0.0170153922,1.1287305479,0.0002895236,1.2740326498,1.8786395320,-3.9526691961,10.2180359360,13.6363249459,3.3001545616,1.1598178599,10.8910201302,1.3451774681,3.6007263405,1.6261787774,3.1618701743,-5.0000000000,0.0002895358,0.9999867081,-0.2299756449,medium,44,A
3.2895154952,0.0165552713,2.4905258141,0.0002740770,6.2027188308,-0.9534322620,0.1840763038,3.2901706297,-1.9660267752,3.2895571541,3.6939669178,10.8211862704,13.6453915897,3.3812982574,0.8363597522,3.2496108890,-5.0000000000,0.0003840018,0.9999873360,-0.7385356438,small,13,B
3.3041966835,0.0196018824,0.5300029700,0.0003842338,0.2809031482,0.7588040823,-9.2140655589,9.0489109471,82.9782311967,3.3042548263,0.5328989183,10.9180999572,0.2839812571,3.6007263405,0.6608783227,2.6354258858,-5.0000000000,0.0004018459,0.9999824037,-0.1041111280,small,13,A
3.2891170587,0.0222653722,0.0143194447,0.0004957468,0.0002050465,-19.1239032248,52.6251226189,1145.0777122231,5068.0444921127,3.2891924195,0.0144245678,10.8187867725,0.0002080682,3.5567796869,1.6261787774,1.6701254311,-0.3042602539,0.0006141852,0.9999770884,0.1205091420,large,174,B
3.3019765592,0.0197788205,2.4936778355,0.0003912017,6.2184291472,1.2598815546,0.1468674417,6.4415957628,-1.9783677557,3.3020357962,3.6626860359,10.9034403994,13.4152689973,3.5567796869,0.5731376080,3.2058168279,-5.0000000000,0.0003951085,0.9999820605,-0.7324386046,small,13,A
3.2990772833,0.0202332854,0.0159888525,0.0004093858,0.0002556434,-12.8603473221,39.5607245105,953.4886724038,3902.3364856988,3.2991393282,0.0161318772,10.8843203070,0.0002602375,3.7322611164,1.6261787774,1.6701254311,-0.5674743652,0.0004102372,0.9999811936,0.1328658247,large,174,B
3.2971162786,0.0204930181,0.0161343406,0.0004199638,0.0002603169,-18.9566514953,38.4393587744,1262.6855373441,3841.8073677697,3.2971799645,0.0161950874,10.8713957185,0.0002622809,3.6884670553,1.6261787774,1.7578661458,-0.4797363281,0.0004282796,0.9999806847,0.0865321778,medium,44,B
3.2996900668,0.0270425072,0.0150662149,0.0007312972,0.0002269908,-24.8521678484,-28.2300237902,1312.0839942243,1496.7143686352,3.2998008780,0.0151183319,10.8886858342,0.0002285640,3.7762077700,0.2659688101,1.9771416364,-0.7868957520,0.0007313933,0.9999664188,0.0829618355,small,13,A
3.2898578487,0.0200586765,0.1156272876,0.0004023505,0.0133696696,-13.2581215942,-42.2141288054,779.5199357104,1830.8046688737,3.2899189983,0.1156293916,10.8235670155,0.0133701562,3.5567796869,1.6261787774,1.6701254311,-5.0000000000,0.0005052137,0.9999814130,-0.0060326905,large,174,B
3.2897352228,0.0215385880,0.0170489932,0.0004639108,0.0002906682,-21.7314425009,61.0737319897,1446.6580808028,5362.7842781963,3.2898057309,0.0171519659,10.8228217469,0.0002941899,3.5129856258,1.6261787774,1.6701254311,-0.3042602539,0.0005692764,0.9999785677,0.1094123446,large,174,B
3.2992653738,0.0235773449,0.0115198003,0.0005558912,0.0001327058,-22.2559710247,37.5794103634,1193.4005334676,5582.2460954355,3.2993496174,0.0116016480,10.8857078978,0.0001345982,3.6007263405,1.4506973479,1.8016602069,-0.3919982910,0.0005564309,0.9999744666,0.1185743931,medium,44,A
3.2881269848,0.0214868669,0.0111577127,0.0004616855,0.0001244946,-7.7160931160,-12.2434302765,252.8454424524,487.5960072704,3.2881971890,0.0112120553,10.8122407539,0.0001257102,3.5567796869,0.2221747490,2.5914792322,-0.4359436035,0.0006026539,0.9999786496,0.0983367341,small,13,B
3.3019682907,0.0198566968,1.6843849535,0.0003942884,2.8371526717,1.6835549145,-2.1945295921,11.7764152952,2.8165289552,3.3020279953,1.8057806886,10.9033888815,3.2608438952,3.5567796869,0.7486190374,3.2058168279,-5.0000000000,0.0003981626,0.9999819188,-0.3604622006,small,13,A
3.2917278710,0.0171328959,0.4649383058,0.0002935361,0.2161676282,-2.5891490002,-10.5519815511,153.0711986167,109.5852199613,3.2917724576,0.4668022226,10.8357659129,0.2179043151,3.6445204016,1.6261787774,2.1088290048,-5.0000000000,0.0003619642,0.9999864551,-0.0892745856,medium,44,B
3.2893190622,0.0183183946,0.4231492636,0.0003355636,0.1790552993,-2.8731811299,-11.6225279155,162.3064314621,133.4322773303,3.2893700699,0.4246169438,10.8199554565,0.1802995490,3.5567796869,1.5822321238,1.8894009217,-5.0000000000,0.0004496460,0.9999844932,-0.0830723402,medium,44,B
3.2999456106,0.0194915553,0.0132191661,0.0003799207,0.0001747464,-3.6170852710,-34.4413490765,104.7620929494,1947.4899895094,3.3000031748,0.0132964083,10.8900209536,0.0001767945,3.3812982574,0.2221747490,2.8109073153,-0.7431030273,0.0003799237,0.9999825563,0.1076325315,small,13,A
3.3015720533,0.0228926546,0.0154983282,0.0005240736,0.0002401982,-12.3650417104,21.3586186193,500.5195534041,1027.7642025148,3.3016514197,0.0155806458,10.9009020971,0.0002427565,3.4250923185,0.6608783227,2.4159978027,-0.3042602539,0.0005265450,0.9999759616,0.1026583073,small,13,A
3.2984505206,0.0208996093,0.0158417241,0.0004367937,0.0002509602,-15.2792862675,38.3936794979,1017.6329153140,3972.9960793074,3.2985167318,0.0159614697,10.8802126303,0.0002547685,3.7322611164,1.6261787774,1.7578661458,-0.5674743652,0.0004391946,0.9999799270,0.1222622256,large,174,B
3.2985316883,0.0217092023,0.0149302607,0.0004712895,0.0002229127,-20.6877179232,33.5101794124,1264.4836882160,3089.6475321507,3.2986031268,0.0149946622,10.8807825882,0.0002248399,3.6007263405,1.2752159185,1.6701254311,-0.4797363281,0.0004734454,0.9999783428,0.0925823095,medium,44,A
3.2890384699,0.0226737431,0.0158810425,0.0005140986,0.0002522075,-20.3718548736,51.7626541391,1182.9212742423,4436.1273724753,3.2891166223,0.0159700052,10.8182881553,0.0002550411,3.5567796869,1.6261787774,1.6701254311,-0.3042602539,0.0006342538,0.9999762391,0.1054048814,large,174,B
3.3000440993,0.0228863744,0.0168373067,0.0005237861,0.0002834949,-14.0021281124,23.3673158229,916.6367458402,2656.0536981392,3.3001234588,0.0168873279,10.8908148435,0.0002851818,3.7762077700,1.6261787774,1.6701254311,-0.6552124023,0.0005237881,0.9999759526,0.0769112345,large,174,A
3.3030465625,0.0197565990,0.0203805521,0.0003903232,0.0004153669,1.1021091020,34.8807141149,2.9001867377,1619.7496946175,3.3031056473,0.0204638252,10.9105069175,0.0004187681,3.5129856258,0.9241004669,3.2058168279,-0.3042602539,0.0003996047,0.9999821123,0.0901221741,small,13,A
3.3017708144,0.0181762452,0.4260057724,0.0003303759,0.1814809181,-0.3734424644,-11.5579711557,84.3955755978,131.7331829414,3.3018208442,0.4274227166,10.9020208870,0.1826901786,3.6007263405,0.9680471206,2.1965697195,-5.0000000000,0.0003335117,0.9999848478,-0.0813583891,medium,44,A
3.2867997100,0.0225810730,0.0172854996,0.0005099049,0.0002987885,-12.8387716421,42.9242488447,671.7418772660,3313.3319633862,3.2868772777,0.0173273367,10.8035622388,0.0003002366,3.5567796869,1.4944914090,1.8456068606,-0.3482055664,0.0006841525,0.9999764008,0.0694492310,medium,44,B
3.2865898142,0.0228080710,0.0125535042,0.0005202081,0.0001575905,-12.7521677923,13.8420214509,641.8210491685,1416.4230416092,3.2866689543,0.0125851913,10.8021928151,0.0001583870,3.5567796869,0.9680471206,1.9333475753,-0.3482055664,0.0007000412,0.9999759209,0.0709174489,medium,44,B
3.2917812656,0.0171219879,0.8116062660,0.0002931625,0.6587047309,-3.7704110090,-5.8282167384,209.3195067785,31.9718239379,3.2918257947,0.8225811825,10.8361170629,0.6766398017,3.3812982574,0.0466933195,2.1965697195,-5.0000000000,0.0003607101,0.9999864728,-0.1628068889,small,13,B
3.3007475181,0.0193906036,0.0174517297,0.0003759955,0.0003045629,-0.3946811502,8.9083508014,174.4434156187,2396.9849779761,3.3008044737,0.0175178361,10.8953101739,0.0003068746,3.8200018311,1.4944914090,2.4159978027,-0.8746337891,0.0003765543,0.9999827449,0.0867932889,medium,44,A
3.2989869308,0.0220924618,0.0833477249,0.0004880769,0.0069468432,-11.0620633127,-57.1266716979,753.5537821925,3443.7403761898,3.2990609037,0.0833486852,10.8838028464,0.0069470033,3.7762077700,1.6261787774,1.7139194922,-5.0000000000,0.0004891032,0.9999775776,-0.0048004247,large,174,A
3.2896416805,0.0237291444,0.0147294658,0.0005630723,0.0002169572,-20.8796150771,17.4940304123,1154.4541249390,2326.5205686820,3.2897272620,0.0147933647,10.8223054584,0.0002188436,3.6445204016,1.2752159185,1.8456068606,-0.4797363281,0.0006703671,0.9999739852,0.0928450494,medium,44,B
3.2923750653,0.0178563865,0.3640477770,0.0003188505,0.1325307840,-7.6653928731,-13.5489574271,592.8516617832,182.3186352060,3.2924234875,0.3648845620,10.8400524213,0.1331407436,3.5567796869,1.5822321238,1.7139194922,-5.0000000000,0.0003769902,0.9999852928,-0.0676854078,medium,44,B
3.3010462307,0.0176811371,0.3488211373,0.0003126226,0.1216761858,-1.5711146060,-14.1689557359,190.9994803657,199.2670876246,3.3010935824,0.3495444529,10.8972188397,0.1221813245,3.6445204016,1.4944914090,1.9771416364,-5.0000000000,0.0003137172,0.9999856558,-0.0642988059,medium,44,A
3.3002500370,0.0226784724,0.1379508773,0.0005143131,0.0190304446,-12.4626224970,-35.6836356628,781.8122571672,1291.7580709602,3.3003279564,0.1379692175,10.8921646196,0.0190355050,3.7762077700,1.6261787774,1.7139194922,-5.0000000000,0.0005143756,0.9999763904,-0.0163046408,large,174,A
3.2861308593,0.0257403724,0.0103827660,0.0006625668,0.0001078018,-19.4569561367,-8.3383520417,840.2961806709,157.8154409240,3.2862316703,0.0104121301,10.7993185910,0.0001084125,3.3373516037,0.0466933195,2.1527756584,-0.3042602539,0.0008549198,0.9999693232,0.0750493577,small,13,B
3.2897899097,0.0205726538,0.0143957253,0.0004232341,0.0002072369,-16.6529001143,47.6748674590,1023.1393422996,4138.1905192726,3.2898542344,0.0145136155,10.8231408839,0.0002106450,3.5567796869,1.4944914090,1.7578661458,-0.3482055664,0.0005274800,0.9999804475,0.1271985827,large,174,B
3.3017901797,0.0224679008,2.4746769671,0.0005048066,6.1240260915,-7.3672487461,-0.2899834612,269.4651985787,-1.9158371175,3.3018666232,3.2720255658,10.9023231974,10.7061513034,3.4250923185,0.6169316691,2.5475325785,-5.0000000000,0.0005080113,0.9999768484,-0.6542094120,small,13,A
3.2842034088,0.0286512192,0.0100615673,0.0008208924,0.0001012351,-26.5057674128,4.4393689993,1338.4802845507,371.1432355358,3.2843283823,0.0101158976,10.7868129229,0.0001023314,3.3373516037,0.4414502396,1.6701254311,-0.1725769043,0.0010704247,0.9999619485,0.1035022791,small,13,B
3.3017570019,0.0254256647,0.0088884506,0.0006464644,0.0000790046,-18.1765729455,-3.7122010317,801.2933359195,28.8123250317,3.3018548975,0.0089672155,10.9022457642,0.0000804110,3.3812982574,0.1344340342,2.1965697195,-0.0848388672,0.0006495515,0.9999703513,0.1322503252,small,13,A
3.2877752117,0.0226766347,0.0161230678,0.0005142298,0.0002599533,-16.7376889202,45.1230522465,932.7334467445,3696.2728713487,3.2878534141,0.0161781791,10.8099800724,0.0002617335,3.5129856258,1.6261787774,1.6701254311,-0.3482055664,0.0006636752,0.9999762148,0.0824708406,large,174,B
3.2908391127,0.0179981259,0.3246145934,0.0003239325,0.1053746342,-7.0250655799,-15.2256740978,525.5435456321,230.7618177909,3.2908883297,0.3252070701,10.8299459985,0.1057596385,3.6007263405,1.6261787774,1.7139194922,-5.0000000000,0.0004078544,0.9999850445,-0.0603354802,medium,44,B
3.3023920687,0.0241141486,0.0103299029,0.0005814922,0.0001067069,-16.4616764152,4.4841417503,886.5693268429,1067.1556821786,3.3024801086,0.0104615909,10.9063748676,0.0001094449,3.5567796869,0.6608783227,1.8456068606,-0.3919982910,0.0005872142,0.9999733413,0.1581679008,medium,44,A
3.2995282185,0.0225896379,0.0162192864,0.0005102917,0.0002630653,-13.0706347413,20.2143318111,871.8509109177,2702.5616236330,3.2996055456,0.0162713187,10.8873967564,0.0002647558,3.7762077700,1.6261787774,1.6701254311,-0.6552124023,0.0005105143,0.9999765648,0.0799084313,large,174,A
3.3000956509,0.0239036465,0.0134483230,0.0005713843,0.0001808574,-20.4563760672,-13.0376954878,1258.1990890546,1761.6782806662,3.3001822206,0.0134890250,10.8912026894,0.0001819538,3.8200018311,0.8803064058,1.7578661458,-0.8746337891,0.0005713935,0.9999737682,0.0776255267,medium,44,A
3.2908162867,0.0181281730,0.0137423358,0.0003286307,0.0001888518,-5.9680891493,14.2390658181,412.0030803166,1391.7410063627,3.2908662178,0.0138058086,10.8298004634,0.0001906004,3.6007263405,0.9680471206,1.8016602069,-0.4359436035,0.0004129712,0.9999848274,0.0957807426,medium,44,B
3.2883302197,0.0305429691,0.0078393569,0.0009328730,0.0000614555,-29.5235978304,-5.6472413487,1432.8857656756,31.9843750885,3.2884720626,0.0079829047,10.8140485064,0.0000637268,3.3373516037,0.0028992584,1.7578661458,-0.0848388672,0.0010690567,0.9999568666,0.1887867884,small,13,B
3.2912262025,0.0178844080,0.3964062268,0.0003198520,0.1571378967,-6.1411102778,-12.4472062797,365.1449877137,153.0532064785,3.2912747938,0.3975703841,10.8324897681,0.1580622103,3.5567796869,0.5731376080,1.9333475753,-5.0000000000,0.0003968316,0.9999852363,-0.0764708046,medium,44,B
3.2861639057,0.0195444909,1.6663212881,0.0003819871,2.7766266351,-0.8141408456,-2.2374097822,1.3250838160,3.0066592730,3.2862220257,1.7833054799,10.7992552020,3.1801784345,3.3812982574,0.6608783227,3.1618701743,-5.0000000000,0.0005734246,0.9999823140,-0.3562245938,small,13,B
3.3008261503,0.0174532206,0.4140171496,0.0003046149,0.1714102002,-2.0938209116,-11.9002307316,302.2660670907,139.8058088894,3.3008722922,0.4152994284,10.8957578892,0.1724736152,3.6007263405,1.0995818964,1.6701254311,-5.0000000000,0.0003052974,0.9999860213,-0.0785217657,medium,44,A
3.3018352018,0.0263565722,0.0078169778,0.0006946689,0.0000611051,-18.5024894795,-5.1234884748,810.4850750133,25.7494409479,3.3019403945,0.0079591566,10.9028103686,0.0000633482,3.4690389721,0.0466933195,2.1527756584,-0.0410461426,0.0006980369,0.9999681422,0.1881701196,small,13,A
3.2976888737,0.0207253527,0.0174038172,0.0004295402,0.0003028929,-14.2527301688,36.8148329782,998.1635509681,3398.2298302604,3.2977540005,0.0174770671,10.8751814479,0.0003054479,3.7322611164,1.6261787774,1.6701254311,-0.5674743652,0.0004348815,0.9999802512,0.0914594645,large,174,B
3.2918697610,0.0164233884,0.0127253618,0.0002697277,0.0001619348,-1.4418194707,48.4668736278,47.6381849840,3623.9698370437,3.2919107295,0.0128955447,10.8366762511,0.0001662951,3.4690389721,0.9680471206,2.5914792322,-0.1725769043,0.0003358285,0.9999875548,0.1619255831,small,13,B
3.3007848091,0.0188103483,0.0185597625,0.0003538292,0.0003444648,2.4725671906,16.9580444313,87.9880426060,3053.0799649390,3.3008384064,0.0186108149,10.8955341855,0.0003463624,3.8200018311,1.5822321238,2.7669606616,-0.8746337891,0.0003544451,0.9999837625,0.0740189180,medium,44,A
3.3024399800,0.0192258301,1.2042253292,0.0003696325,1.4501586435,0.9113785006,-3.6394145021,0.4282042606,11.2483805136,3.3024959431,1.2428615981,10.9064794542,1.5447049520,3.3812982574,0.8363597522,3.2058168279,-5.0000000000,0.0003755860,0.9999830543,-0.2473998995,small,13,A
3.2879861092,0.0252057168,0.0106802651,0.0006353282,0.0001140681,-17.8936172596,11.3992738775,770.0934590844,565.1798903735,3.2880827214,0.0107596347,10.8114879827,0.0001157697,3.5129856258,0.4414502396,2.1965697195,-0.0410461426,0.0007796617,0.9999706175,0.1212385450,small,13,B
3.2884561735,0.0215908323,0.1774947244,0.0004661640,0.0315043772,-15.1507152358,-27.8162145147,898.2684220520,781.3310661492,3.2885270516,0.1775574788,10.8144101692,0.0315266583,3.5567796869,1.6261787774,1.6701254311,-5.0000000000,0.0005994240,0.9999784469,-0.0265845334,large,174,B
3.2885142429,0.0220337781,0.0155278959,0.0004854874,0.0002411156,-17.4788174578,46.1911464024,1052.7548494107,3844.7195306417,3.2885880577,0.0155972704,10.8148114130,0.0002432748,3.5567796869,1.6261787774,1.6701254311,-0.3042602539,0.0006174100,0.9999775543,0.0942121519,large,174,B
3.2899172062,0.0200354021,0.0150105414,0.0004014173,0.0002253164,-14.0963079492,42.5567318399,1088.6855214096,4367.2245595069,3.2899782128,0.0151357714,10.8239566410,0.0002290916,3.6445204016,1.6261787774,1.6701254311,-0.4359436035,0.0005030801,0.9999814568,0.1283709730,medium,44,B
3.3016704542,0.0183750578,0.0137689114,0.0003376427,0.0001895829,-3.0286004136,33.8148974651,284.6072088653,2991.8370561865,3.3017215859,0.0138650715,10.9013654306,0.0001922402,3.6445204016,1.1874752037,1.9333475753,-0.4359436035,0.0003404332,0.9999845136,0.1175701669,medium,44,A
3.2856056081,0.0202065870,0.8725056941,0.0004083062,0.7612661863,-1.7164352340,-5.3703132696,18.2278675254,26.8453214136,3.2856677431,0.8864148892,10.7956125183,0.7857313557,3.3812982574,0.1344340342,2.9424420911,-5.0000000000,0.0006155047,0.9999810891,-0.1764562606,small,13,B
3.2989362776,0.0222854188,0.0170304040,0.0004966399,0.0002900347,-11.7068685276,20.0707592643,771.5842581535,2420.1665740950,3.2990115495,0.0170503920,10.8834772037,0.0002907159,3.7762077700,1.5822321238,1.6701254311,-0.6552124023,0.0004977714,0.9999771835,0.0484066515,large,174,A
3.2867413901,0.0274691953,0.0176618092,0.0007545567,0.0003119395,-22.5433173307,33.4726822114,1158.0573836101,2638.9038287013,3.2868561760,0.0176744272,10.8034235220,0.0003123854,3.6445204016,1.4506973479,1.6701254311,-0.4797363281,0.0009303474,0.9999650773,0.0377797931,medium,44,B
3.3036936784,0.0203535336,0.0076562514,0.0004142663,0.0000586182,1.7185718937,-7.4674162420,10.5585417567,165.6586367953,3.3037563752,0.0078832006,10.9148061868,0.0000621449,3.5567796869,0.1344340342,3.2496108890,-0.2165222168,0.0004279096,0.9999810226,0.2382207490,small,13,A
3.2865696137,0.0210141216,0.0135664690,0.0004415933,0.0001840491,-4.5206318460,20.8978012486,133.3563905961,1259.0743624274,3.2866367945,0.0136162850,10.8019814191,0.0001854032,3.5129856258,0.7486190374,2.6354258858,-0.3042602539,0.0006219686,0.9999795594,0.0854618988,small,13,B
3.3008319658,0.0202511621,0.0120308283,0.0004101096,0.0001447408,5.8016905946,32.3259400193,114.4284920175,1757.9295384435,3.3008940874,0.0122151572,10.8959017761,0.0001492101,3.7762077700,0.6608783227,3.1618701743,-0.0410461426,0.0004108017,0.9999811804,0.1730683442,small,13,A
3.2887876012,0.0204264802,0.3693823068,0.0004172411,0.1364432885,-7.2834734820,-13.3614715102,316.1156318752,177.0006384001,3.2888510345,0.3702881127,10.8165411270,0.1371132864,3.6007263405,1.5384380627,2.2405163732,-5.0000000000,0.0005429590,0.9999807126,-0.0699031809,medium,44,B
3.2889287238,0.0218184377,0.0155703701,0.0004760442,0.0002424364,-16.0833670621,48.9386402425,908.5775045361,4178.3738585299,3.2890010937,0.0156489192,10.8175281942,0.0002448887,3.5129856258,1.5384380627,1.7139194922,-0.3042602539,0.0005986174,0.9999779964,0.1000685857,large,174,B
3.3034205700,0.0226923416,0.0089782989,0.0005149424,0.0000806099,-7.6673346587,-17.7746981817,274.4404304302,529.0832096547,3.3034985099,0.0091557829,10.9131024049,0.0000838284,3.3812982574,0.0466933195,2.5475325785,-0.3042602539,0.0005266427,0.9999764069,0.1959439354,small,13,A
3.2976254232,0.0219699444,0.0987579380,0.0004826785,0.0097531303,-11.5796365362,-48.6480747270,794.0493883493,2468.2589092186,3.2976986081,0.0987731525,10.8748161099,0.0097561357,3.7762077700,1.5822321238,1.6701254311,-5.0000000000,0.0004883171,0.9999778073,-0.0175512464,large,174,A
3.2843816430,0.0240392566,1.3862942828,0.0005778859,1.9218118384,-12.0735021961,-3.0011654537,491.9280303955,7.0100813684,3.2844696167,1.4482341990,10.7877406629,2.0973822951,3.3373516037,1.5384380627,2.1965697195,-5.0000000000,0.0008218189,0.9999732153,-0.2893256387,small,13,B
3.3008780358,0.0215790840,0.1293477122,0.0004656569,0.0167308307,-7.2048500872,-37.7975657433,506.1661845810,1462.3508085258,3.3009485704,0.1293557372,10.8962614642,0.0167329067,3.7762077700,1.6261787774,1.7139194922,-5.0000000000,0.0004664278,0.9999786320,-0.0111387682,large,174,A
3.2989259078,0.0238616643,0.0132166045,0.0005693790,0.0001746786,-25.9631580690,55.2215236206,1400.4972443678,6011.7727203917,3.2990122044,0.0133310598,10.8834815245,0.0001777172,3.5567796869,1.5822321238,1.8016602069,-0.3042602539,0.0005705327,0.9999738417,0.1307574420,medium,44,A
3.2995778125,0.0220621675,0.0168109125,0.0004867392,0.0002826068,-9.8304986158,24.9819262167,633.9080154153,2910.9390521052,3.2996515695,0.0168548944,10.8877004800,0.0002840875,3.7762077700,1.6261787774,1.7139194922,-0.6552124023,0.0004869175,0.9999776470,0.0721946948,large,174,A
3.3014893810,0.0192839109,2.3263315924,0.0003718692,5.4118186777,1.0834696570,0.7888181953,3.4729036710,-1.3776167637,3.3015456989,4.1335195526,10.9002040018,17.0859838916,3.5129856258,1.0118411817,3.2058168279,-5.0000000000,0.0003740875,0.9999829420,-0.8265952805,small,13,A
3.3006070368,0.0222799390,0.1336008980,0.0004963957,0.0178491999,-9.6894423079,-36.7050419958,643.2044206270,1373.4923339575,3.3006822336,0.1336142141,10.8945032073,0.0178527582,3.7762077700,1.6261787774,1.6701254311,-5.0000000000,0.0004967642,0.9999772178,-0.0141177755,large,174,A
3.3033957447,0.0271956533,2.4902872295,0.0007396036,6.2015304854,-21.8707802302,0.1869759585,1052.2277773505,-1.9650287907,3.3035076887,3.6964163628,10.9131630493,13.6634939268,3.5129856258,0.1344340342,2.0210882900,-5.0000000000,0.0007511346,0.9999661136,-0.7390021033,small,13,A
3.2889348772,0.0210836665,0.0155758725,0.0004445210,0.0002426078,-14.7245006381,47.2572318585,890.8772338427,3813.5170584165,3.2890024547,0.0156548652,10.8175371473,0.0002450748,3.5567796869,1.4506973479,1.6701254311,-0.3482055664,0.0005669579,0.9999794535,0.1003310413,large,174,B
3.3003327899,0.0215973598,0.0161304357,0.0004664460,0.0002601910,-7.3732384644,23.5062909226,508.1001389800,2940.7036145071,3.3004034556,0.0161899730,10.8926629700,0.0002621152,3.7762077700,1.6261787774,1.7578661458,-0.6552124023,0.0004665567,0.9999785888,0.0856815007,large,174,A
3.2906382848,0.0178009850,0.3731974818,0.0003168751,0.1392763604,-4.5918836823,-13.2192514363,320.8088508387,173.2629609884,3.2906864324,0.3741318742,10.8286171964,0.1399746593,3.6445204016,1.5822321238,1.7139194922,-5.0000000000,0.0004045168,0.9999853685,-0.0706311006,medium,44,B
